StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Team ID,Gender,Age,Degree Status,Major,Formal Education,Experience_1,Experience_2,Experience_3,Differing abilities_1,Differing abilities_2,Differing abilities_3,CD-1,CD-2,CD-3,CD-4,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q30,Q27_NPS_GROUP,Q27,Q28_NPS_GROUP,Q28,Q29_NPS_GROUP,Q29,OC-1,OC-2,OC-3,OC-4,OC-5
2026-01-11 09:52:17,2026-01-11 09:55:32,IP Address,129.21.255.84,100,194,True,2026-01-11 09:55:33,R_5gitzUxHgURMyeR,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,Cybersecurity,3+ years,3,7,3,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,1,1,1,1,1,Nothing worked.,Detractor,0,Detractor,0,Detractor,0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:52:11,2026-01-11 09:55:33,IP Address,129.21.255.80,100,202,True,2026-01-11 09:55:34,R_3HDRmfLnzWYc5FL,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Part Time,"Cybersecurity ",2 years,2,6,2,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,2,3,2,2,3,"What worked for us is getting to learn how to use Claude and the helpful guidance it gave. 
What didn’t work was trying to find vulnerabilities and sometime it would give the same advice so I couldn’t use it after a certain point
",Passive,8,Passive,7,Detractor,3,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:51:45,2026-01-11 09:55:39,IP Address,146.75.244.0,100,234,True,2026-01-11 09:55:39,R_7iG4tj4OmUlvtKx,,,,,40.7399,-74.1691,anonymous,EN,Yes,Team 11,Male,25-29,Undergraduate/Full Time,Cyber Operations,3+ years,1,3,1,4,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,1,3,2,3,2,,,,Detractor,4,Detractor,2,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree
2026-01-11 09:51:55,2026-01-11 09:56:01,IP Address,174.234.249.135,100,245,True,2026-01-11 09:56:01,R_6XbV9xJk79Q0OCW,,,,,43.1516,-77.6236,anonymous,EN,Yes,Team 11,Male,18-24,Undergraduate/Full Time,Cyber Operations,2 years,7,7,2,2,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,2,2,2,2,2,,Detractor,3,Passive,7,Detractor,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:51:42,2026-01-11 09:56:04,IP Address,129.21.255.84,100,261,True,2026-01-11 09:56:04,R_7xypQjLjMNMSOUM,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,18-24,Undergraduate/Full Time,,0 years,5,6,1,2,1,3,The members of my team differ in their way of thinking to a small extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,3,2,1,4,5,"The chat worked but not the agents ",Promoter,10,Passive,8,Promoter,9,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:51:45,2026-01-11 09:56:33,IP Address,154.16.157.48,100,288,True,2026-01-11 09:56:34,R_7I4VyZC3fRZ2fAl,,,,,39.0019,-77.4556,anonymous,EN,Yes,Team 9,Male,18-24,Graduate/Full Time,Ai in Cybersecurity,3+ years,2,4,2,2,1,5,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,1,3,4,3,1,"What worked was blanket testing a machine for simple vulns missed and advice on where to go next. ",Promoter,10,Detractor,3,Detractor,1,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
2026-01-11 09:56:30,2026-01-11 09:56:35,IP Address,169.150.254.174,100,4,True,2026-01-11 09:56:36,R_1t6kQGIPWcVPchv,,,,,32.7797,-96.8022,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-11 09:52:30,2026-01-11 09:56:36,IP Address,174.208.44.41,100,245,True,2026-01-11 09:56:36,R_7P0CEF2gUkMZ4YN,,,,,43.1516,-77.6236,anonymous,EN,Yes,Team 9,Male,18-24,Undergraduate/Part Time,Cybersecurity and Networks,3+ years,5,5,2,2,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,2,4,4,1,1,Providing AI with our current understanding of the network and giving it direct instructions on how to assist our current objective in exploiting a vulnerability worked well.,Detractor,6,Detractor,2,Detractor,3,Strongly Agree,Agree,Agree,Agree,Disagree
2026-01-11 09:53:47,2026-01-11 09:56:40,IP Address,129.21.255.88,100,172,True,2026-01-11 09:56:40,R_6WuUwiKYaoq0iF3,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 7,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,6,6,7,1,1,1,The members of my team differ in their way of thinking to a small extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,5,4,4,4,4,"It was able to assist a lot and we learned about its capabilities more ",Promoter,9,Promoter,9,Passive,7,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2026-01-11 09:52:06,2026-01-11 09:56:45,IP Address,129.21.255.77,100,279,True,2026-01-11 09:56:46,R_6pmBafKLrUOpEKu,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 11,Male,18-24,Graduate/Full Time,Computer Science,3+ years,7,5,1,3,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,1,2,3,3,1,"Using it as a standard model for analysis and quick technical assistance was still the most helpful use case. The agents and Claude code were promising, but not effective due to our lack of experience lack of time to prepare to use this new system. Without proper planning and design of agenetic systems, Claude seemed to be pretty useless at actually finding vulnerabilities. ",Detractor,3,Promoter,10,Detractor,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:51:44,2026-01-11 09:56:53,IP Address,129.21.255.77,100,308,True,2026-01-11 09:56:53,R_1YCyOBrshysEGCR,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 6,Female,18-24,Undergraduate/Part Time,Computer Science and Mafg,1 year,3,2,1,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,2,2,2,3,2,I used AI a little bit to help me with classifying different findings in MITRE techniques and also thinking of ideas of business impacts of findings.,Detractor,5,Detractor,4,Detractor,2,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2026-01-11 09:52:30,2026-01-11 09:57:10,IP Address,129.21.255.82,100,279,True,2026-01-11 09:57:10,R_6OplmDBhsLS3Mxd,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,1,4,1,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,1,3,1,4,3,Scanning systems for vulnerabilities somewhat worked.,Detractor,5,Detractor,2,Detractor,2,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:52:38,2026-01-11 09:57:14,IP Address,172.226.203.50,100,275,True,2026-01-11 09:57:14,R_73dScUiVetVQ4yM,,,,,43.1567,-77.6107,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,Computer Science,1 year,7,5,1,1,1,1,The members of my team differ in their way of thinking to a small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,5,5,5,3,3,,,,,,,,Strongly Agree,Agree,Agree,Agree,Agree
2026-01-11 09:52:04,2026-01-11 09:57:20,IP Address,129.21.255.89,100,316,True,2026-01-11 09:57:21,R_3ExNedAVpCquTrG,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,Cybersecurity,3+ years,2,4,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,1,1,1,1,1,,Detractor,4,Detractor,3,Detractor,0,Agree,Agree,Agree,Agree,Agree
2026-01-11 09:51:31,2026-01-11 09:57:28,IP Address,174.208.34.25,100,356,True,2026-01-11 09:57:28,R_7HzxMEhHdpTeS1T,,,,,43.1394,-77.6463,anonymous,EN,Yes,Team 11,Male,18-24,Undergraduate/Full Time,"Computer Science and Mathematics ",2 years,5,3,1,5,1,4,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,5,5,5,2,1,I used it to farm credentials. I was also able to give it some special instructions (a cookie) to gain an important exploit on one of the systems.,Passive,7,Promoter,9,Detractor,1,Agree,Disagree,Agree,Agree,Agree
2026-01-11 09:51:50,2026-01-11 09:57:31,IP Address,37.19.221.234,100,340,True,2026-01-11 09:57:31,R_7gGeNwERzxHfKuZ,,,,,29.7539,-95.359,anonymous,EN,Yes,Team 6,Female,18-24,Undergraduate/Full Time,Computer Science,0 years,7,4,1,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,5,5,5,1,5,,Passive,7,Detractor,3,Detractor,2,Strongly Agree,Agree,Agree,Agree,Agree
2026-01-11 09:52:00,2026-01-11 09:57:31,IP Address,174.234.255.210,100,331,True,2026-01-11 09:57:31,R_6qIJfSJsvDnszHs,,,,,43.1503,-77.5881,anonymous,EN,Yes,Team 11,Male,18-24,Undergraduate/Full Time,,2 years,4,5,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,1,1,1,1,1,I had to do the AI pentesting project inject. I personally didn't utilize it outside of that. During the project the utilizing sub-agents yielded better outout.,Detractor,3,Detractor,5,Detractor,2,Agree,Strongly Agree,Agree,Agree,Strongly Agree
2026-01-11 09:51:42,2026-01-11 09:57:39,IP Address,129.21.255.78,100,357,True,2026-01-11 09:57:40,R_11paPeJKFhNiU0h,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,18-24,Graduate/Full Time,,0 years,1,4,1,3,1,1,The members of my team differ in their way of thinking to a very small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,3,3,1,2,2,,Detractor,6,Detractor,4,Detractor,4,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree
2026-01-11 09:55:19,2026-01-11 09:57:48,IP Address,129.21.255.91,100,148,True,2026-01-11 09:57:48,R_1knVj0HwmAjyA3D,,,,,43.1516,-77.6236,anonymous,EN,Yes,Team 5,Male,18-24,Undergraduate/Full Time,Comp sci,0 years,5,3,1,1,1,1,The members of my team differ in their way of thinking to a very small extent.,The members of my team differ in their knowledge and skills to a small extent.,The members of my team differ in how they view the world to a very small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,4,4,4,4,4,,Passive,8,Detractor,5,Detractor,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:52:00,2026-01-11 09:57:52,IP Address,129.21.255.84,100,352,True,2026-01-11 09:57:53,R_7l6NenxZEeDvJ7l,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,"Cybersecurity ",3+ years,2,4,2,2,1,4,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,2,5,2,1,2,initially we did not use AI until we were heavily influenced by the COTC team to use it,Detractor,3,Passive,7,Detractor,5,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2026-01-11 09:52:41,2026-01-11 09:57:56,IP Address,172.225.132.80,100,314,True,2026-01-11 09:57:56,R_70oTieA6MVEQrnv,,,,,40.7126,-74.0066,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,"Computer science ",1 year,7,5,2,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,5,5,5,5,1,,Detractor,5,Detractor,6,Detractor,1,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:51:42,2026-01-11 09:58:02,IP Address,129.21.255.77,100,379,True,2026-01-11 09:58:02,R_1VcWfBtrmxiPsvT,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,Cybersecurity,3+ years,3,6,2,1,4,3,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,1,2,2,1,2,It didn’t help much to be honest. The best use case I had for it was formatting payloads to save time.,Detractor,0,Detractor,1,Detractor,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:52:02,2026-01-11 09:58:06,IP Address,129.21.255.78,100,364,True,2026-01-11 09:58:06,R_7ZVSbZbg9Vz5LqF,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,"Cybersecurity ",3+ years,7,6,1,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,1,2,2,1,1,"It was a great tool to help me find leads when we were pulling at straws. Given scans and findings, it was able to give leads where I wasn’t able to find them. ",Detractor,2,Detractor,0,Detractor,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2026-01-11 09:51:40,2026-01-11 09:58:07,IP Address,129.21.255.87,100,387,True,2026-01-11 09:58:08,R_1jeWQGgYHDon3EK,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,7,4,1,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,5,5,5,2,1,"Using previously built systems, what didn't work was having to set a multi agent system up on the spot",Passive,7,Passive,7,Passive,7,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
