StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Team ID,Gender,Age,Degree Status,Major,Formal Education,Experience_1,Experience_2,Experience_3,Differing abilities_1,Differing abilities_2,Differing abilities_3,CD-1,CD-2,CD-3,CD-4,OC-1,OC-2,OC-3,OC-4,OC-5
2024-01-14 12:24:51,2024-01-14 12:27:18,IP Address,166.194.188.28,100,146,True,2024-01-14 12:27:18,R_6s1ki14dNFHDqHZ,,,,,40.7064,-73.9473,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,Economics,3+ years,7,4,3,1,1,1,The members of my team differ in their way of thinking to a very large extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:25:42,2024-01-14 12:27:20,IP Address,146.70.202.134,100,98,True,2024-01-14 12:27:20,R_60Yj34TePH0KWDL,,,,,40.7123,-74.0068,anonymous,EN,Yes,Team 6,Other/Prefer not to answer,Other/Prefer not to answer,,,,1,2,1,3,,,,,,,Agree,Agree,Agree,Agree,Agree
2024-01-14 12:24:32,2024-01-14 12:27:23,IP Address,166.192.43.42,100,171,True,2024-01-14 12:27:23,R_64jT7pl2BTkUTyL,,,,,43.0451,-76.1739,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,"Cybersecurity ",2 years,4,5,1,4,2,4,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2024-01-14 12:24:28,2024-01-14 12:27:26,IP Address,166.192.43.67,100,177,True,2024-01-14 12:27:26,R_3P0SHGO2Ul6QE7f,,,,,43.0451,-76.1739,anonymous,EN,Yes,Team 9,Male,18-24,Undergraduate/Full Time,Cyber Operations,2 years,7,6,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,,Agree,Agree,Agree,Agree,Agree
2024-01-14 12:24:27,2024-01-14 12:27:33,IP Address,104.28.57.55,100,185,True,2024-01-14 12:27:33,R_6ELtCns1SqoygxZ,,,,,43.1555,-77.6101,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,Computer science: cybersecurity,2 years,2,5,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:24:27,2024-01-14 12:27:39,IP Address,174.208.32.187,100,191,True,2024-01-14 12:27:39,R_3BGsr6gSMa8NkuR,,,,,42.9074,-78.8197,anonymous,EN,Yes,Team 6,Female,18-24,Graduate/Full Time,Cyber Studies,3+ years,4,1,1,1,1,1,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:24:29,2024-01-14 12:27:40,IP Address,129.21.255.75,100,190,True,2024-01-14 12:27:40,R_5eJ06itbvr5WDex,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,Computer Science,2 years,5,3,1,2,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
2024-01-14 12:24:01,2024-01-14 12:27:47,IP Address,129.21.255.72,100,225,True,2024-01-14 12:27:47,R_1kvQwt5mBPBmGwl,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Female,18-24,Undergraduate/Full Time,Computer Science,0 years,3,2,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,,Neither Agree nor Disagree,Agree,,Agree,Neither Agree nor Disagree
2024-01-14 12:25:57,2024-01-14 12:28:08,IP Address,129.21.255.101,100,131,True,2024-01-14 12:28:08,R_6vmTuStEz60TXu9,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 12,Male,18-24,Graduate/Part Time,cyber,3+ years,4,5,3,2,1,2,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,Agree,Agree,Agree,Agree,Agree
2024-01-14 12:24:44,2024-01-14 12:28:09,IP Address,166.194.188.134,100,204,True,2024-01-14 12:28:09,R_3ocrP47gDJTTZvP,,,,,40.7064,-73.9473,anonymous,EN,Yes,Team 2,Male,18-24,Undergraduate/Full Time,Symbolic Systems,2 years,4,4,4,1,1,3,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:24:54,2024-01-14 12:28:11,IP Address,129.21.255.91,100,196,True,2024-01-14 12:28:12,R_1Qth0o0IEkGqj5z,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 9,Male,18-24,Undergraduate/Full Time,Cyber Operations,2 years,4,4,1,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Agree,Agree,Agree,Agree,Agree
2024-01-14 12:24:51,2024-01-14 12:28:12,IP Address,129.21.114.25,100,200,True,2024-01-14 12:28:12,R_3zegvppU5a8OzND,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 14,Male,18-24,Undergraduate/Part Time,Computer science,0 years,7,4,2,2,1,2,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a very large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Agree,Agree,Agree,Strongly Agree,Agree
2024-01-14 12:24:49,2024-01-14 12:28:16,IP Address,129.21.255.70,100,207,True,2024-01-14 12:28:17,R_1yFdIHmOq8rogwh,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,1,3,1,4,1,1,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:25:02,2024-01-14 12:28:17,IP Address,104.28.132.149,100,195,True,2024-01-14 12:28:17,R_6pGP166ZPtT5G7L,,,,,38.9567,-77.2278,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,CS,3+ years,5,5,2,3,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a somewhat small extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2024-01-14 12:24:30,2024-01-14 12:28:24,IP Address,129.21.102.46,100,233,True,2024-01-14 12:28:24,R_3qDAFqZUGky3F5Y,,,,,43.0747,-77.5181,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,Computer Science,2 years,5,5,2,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:25:48,2024-01-14 12:28:26,IP Address,198.54.135.59,100,157,True,2024-01-14 12:28:26,R_5CdoZzrKQKrZE9U,,,,,39.018,-77.539,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,CS,3+ years,6,5,3,2,1,2,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Agree,Agree,Strongly Agree,Agree
2024-01-14 12:24:55,2024-01-14 12:28:28,IP Address,129.21.255.109,100,213,True,2024-01-14 12:28:28,R_3S0p2Zo8ArX2X97,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Part Time,"Cybersecurity ",2 years,2,6,2,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
2024-01-14 12:24:36,2024-01-14 12:28:29,IP Address,129.21.255.109,100,233,True,2024-01-14 12:28:29,R_6erFeoiC7n9hlZJ,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Full Time,,2 years,5,5,1,3,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree
2024-01-14 12:25:07,2024-01-14 12:28:29,IP Address,129.21.255.103,100,202,True,2024-01-14 12:28:29,R_6O0kXyI5SaTL03f,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 6,Other/Prefer not to answer,18-24,Undergraduate/Full Time,"Cybersecurity ",3+ years,7,6,1,5,2,5,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:25:03,2024-01-14 12:28:29,IP Address,166.192.43.71,100,206,True,2024-01-14 12:28:30,R_7OrWspvjWSrEl4X,,,,,43.0451,-76.1739,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Full Time,"Computer science ",2 years,5,5,1,3,3,1,,,,,,,,,
2024-01-14 12:24:30,2024-01-14 12:28:29,IP Address,166.194.188.91,100,239,True,2024-01-14 12:28:30,R_7KkHKYBk00qvkPM,,,,,40.7064,-73.9473,anonymous,EN,Yes,Team 6,Male,25-29,Undergraduate/Full Time,"Cyber Security ",2 years,3,3,1,3,1,4,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:25:44,2024-01-14 12:28:40,IP Address,129.21.255.81,100,176,True,2024-01-14 12:28:40,R_6dWv3PrBduTOjvu,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,Aerospace engineering,0 years,1,5,1,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:24:02,2024-01-14 12:28:49,IP Address,129.21.255.85,100,286,True,2024-01-14 12:28:49,R_5ku2P6WYtIkye9z,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Other/Prefer not to answer,18-24,Undergraduate/Full Time,Electrical and Computer Engineering,0 years,7,6,3,3,1,4,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2024-01-14 12:24:02,2024-01-14 12:28:56,IP Address,129.21.255.82,100,293,True,2024-01-14 12:28:56,R_32FWEd9lmhW29Ct,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Female,18-24,Undergraduate/Full Time,Computer Science,0 years,1,5,1,1,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat large extent.,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree
2024-01-14 12:24:26,2024-01-14 12:28:56,IP Address,129.21.255.104,100,270,True,2024-01-14 12:28:57,R_72LKTmPtLTeg3Tp,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 7,Male,18-24,Undergraduate/Part Time,Computer Sciences and Engineering,2 years,1,5,2,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a large extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
2024-01-14 12:24:43,2024-01-14 12:29:00,IP Address,174.208.45.212,100,256,True,2024-01-14 12:29:00,R_3QJGzFGnAjs9Yyo,,,,,43.1444,-77.5057,anonymous,EN,Yes,Team 8,Male,18-24,Undergraduate/Full Time,Computer Science,2 years,4,3,1,3,,,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a somewhat large extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2024-01-14 12:26:28,2024-01-14 12:29:00,IP Address,129.21.255.80,100,152,True,2024-01-14 12:29:00,R_7ZNuR8a7EWfQhjI,,,,,43.0801,-77.6342,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,
2024-01-14 12:24:51,2024-01-14 12:29:03,IP Address,166.192.43.73,100,252,True,2024-01-14 12:29:03,R_3k0N8AgWV1R3lqm,,,,,43.0451,-76.1739,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Full Time,,1 year,1,4,1,2,1,1,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a moderate extent.,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree
2024-01-14 12:25:37,2024-01-14 12:29:03,IP Address,166.194.188.23,100,205,True,2024-01-14 12:29:04,R_5UfpyRzF6MrXkyt,,,,,40.7064,-73.9473,anonymous,EN,Yes,Team 12,Female,18-24,Undergraduate/Full Time,Computer Science,1 year,2,5,1,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a somewhat small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:25:38,2024-01-14 12:29:08,IP Address,129.21.255.84,100,209,True,2024-01-14 12:29:08,R_6YXoySXlYvkeeR3,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 10,Male,18-24,Undergraduate/Part Time,Computer Science,0 years,5,5,1,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2024-01-14 12:25:10,2024-01-14 12:29:15,IP Address,129.21.255.106,100,244,True,2024-01-14 12:29:15,R_7rMnYrVNi0GW7zb,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 4,Male,18-24,Undergraduate/Full Time,CS,3+ years,7,6,3,1,1,1,The members of my team differ in their way of thinking to a somewhat large extent.,The members of my team differ in their knowledge and skills to a moderate extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a very large extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:24:49,2024-01-14 12:29:21,IP Address,129.21.40.253,100,272,True,2024-01-14 12:29:22,R_1fl7lLEgeHDamnd,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 3,Male,18-24,Undergraduate/Full Time,Computer Science,0 years,3,2,1,3,1,5,The members of my team differ in their way of thinking to a moderate extent.,The members of my team differ in their knowledge and skills to a very large extent.,The members of my team differ in how they view the world to a somewhat small extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree
2024-01-14 12:25:02,2024-01-14 12:29:27,IP Address,149.34.244.152,100,265,True,2024-01-14 12:29:28,R_5NWoVqreFfXeWK7,,,,,52.3716,4.8883,anonymous,EN,Yes,Team 6,Male,18-24,Undergraduate/Part Time,"Software Engineering ",3+ years,7,4,1,3,1,2,The members of my team differ in their way of thinking to a large extent.,The members of my team differ in their knowledge and skills to a large extent.,The members of my team differ in how they view the world to a moderate extent.,The members of my team differ in their beliefs about what is right and wrong to a small extent.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2024-01-14 12:24:50,2024-01-14 12:29:39,IP Address,129.21.255.85,100,288,True,2024-01-14 12:29:39,R_1fk2hQ9D43pznEE,,,,,43.0801,-77.6342,anonymous,EN,Yes,Team 7,Female,18-24,Undergraduate/Full Time,"Computer Science, Math",0 years,3,2,1,1,1,1,The members of my team differ in their way of thinking to a somewhat small extent.,The members of my team differ in their knowledge and skillsto a somewhat large extent.,The members of my team differ in how they view the world to a small extent.,The members of my team differ in their beliefs about what is right and wrong to a very small extent.,Strongly Agree,Agree,Agree,Strongly Agree,Agree
